,free_bikes,id,longitude,latitude
127,11,8d2d5bb3b9142f781f2a7f441e6bad7a,-123.17731,49.271471
128,16,8d5f47f01d7ad668419dfe9b7fe69c9a,-123.1129,49.265939
129,5,8d6f0cbf7d44d2908c8ce73ed00dbf66,-123.145823,49.265336
130,3,8dc684732a2a25bdf63ec0ecccee4e6e,-123.139272,49.25894
131,1,8e44a17d2fa446ca220b90c7063b42ca,-123.060771,49.287464
132,16,8e93d0da1ee6caadf21ed9575b5fa9da,-123.142288,49.283298
133,9,8fb5ce1e34ad31de940481953aea452c,-123.147885,49.268269
134,0,90c746df94ce1a12f1f617acfe4a8ce3,-123.127265,49.285836
135,2,910027847876403b57f1013c16504688,-123.117639,49.280216
136,3,91035fe1d70b65c9cb8ec4a007af7c7f,-123.081315,49.277469
137,10,9130f9aa3bb037a04c17e6f2630327e5,-123.112621,49.263962
138,18,92c9e62c0b42adf4759c430009d3987a,-123.146175,49.270721
139,7,93c88a18c673e2c72a6afa93d6b89f18,-123.101961,49.262141
140,2,9413725a5d3bb5ce2ad0682b07a3ffab,-123.115271,49.280787
141,19,9449a6a83fbf88452e384350e5ac95b7,-123.155421,49.271741
142,15,95e624191c655f50e401d280cd39a9ad,-123.104207,49.271721
143,1,96bf713e60bc35cc2feb5fd53a4f3471,-123.138921,49.262598
144,4,97005696a3dff3366a8410b817388990,-123.075426,49.256496
145,2,97388f4e4ea102a30345524bda465f4e,-123.104991,49.249722
146,16,9763838317308a4766b83696986a157b,-123.18373,49.264579
147,12,97b25faf822b93fdbf72da1d594c0288,-123.104419,49.28117
148,6,983e58671adcc67af94457d7887dbb15,-123.070521,49.263242
149,3,988f8f74c4a12d1a30ddf2f7cd6318f8,-123.127698,49.267628
150,16,99c81f71db35911c79a86a1c5edc5604,-123.132585,49.275295
151,6,9a48ca226f82f52d02707b054ebc7e9e,-123.091654,49.277615
152,8,9a5478470b56379c31cf4e671584d5cc,-123.103168,49.268216
153,14,9aa325529164ec68b4d96c4f1c4fc7c1,-123.148808,49.294318
154,9,9bee3167f10c884044cea0d36afcd1ef,-123.090785,49.265213
155,0,9c0de696170169c26100b598219df4e9,-123.250139,49.265207
156,7,9c1397c06e07bf74fc049f1a0872eea0,-123.173926,49.264483
157,11,9d3123425823420514b8ad410074f02d,-123.105664,49.278004
158,6,9ec4163496363b31ab475cb851b57b21,-123.129935,49.273568
159,1,9ee3bc9e836768e3e04e4f3328dae03b,-123.101549,49.247204
160,7,9f63cebac9073eac3e90be2b9a91b02b,-123.150433,49.29534
161,12,a21f40838346e300063bdda3c5c04105,-123.079481,49.265005
162,3,a25947c94149b3aeb93f6e970d63fffc,-123.191133,49.271221
163,3,a59924f0ff3fb481a7bd8a5e9c36858f,-123.170661,49.271044
164,4,a6455af6b689bcbad07ae2c8a3419b50,-123.073853,49.264251
165,23,a6aec7b8c25da4c02829cd7839b8933d,-123.136972,49.27821
166,7,a9f0b06d07f89b75e92c0cf686223aea,-123.124066,49.285953
167,16,aa1cbf97abc3cd50515bc54633a9bb2a,-123.1125432,49.2856698
168,8,aa704bfba40286bd0661b64d1f75e778,-123.142564,49.275717
169,9,abfaf72456a4828a22f5bf60d3a80777,-123.164725,49.264326
170,5,ac3b8198f03754a0afb8b6ed6d220cdd,-123.069323,49.274881
171,8,ace20c241ee38643c9060f290b215b9d,-123.123864,49.265071
172,5,ae69aeab748d02e5a7d89da28a1a8511,-123.102232,49.273691
173,0,aed214941445e0345aa3254805a9e8b8,-123.065859,49.280197
174,4,afacb2133f2462aba7748cc21b71c788,-123.148531,49.25741
175,6,b07d513f87897cff7319a0e59d7e567c,-123.115103,49.270877
176,16,b10d422b045805f1c350c47c983381e8,-123.087528,49.279235
177,3,b26f83e904f3a778466ebcd763b7316a,-123.116098,49.245135
178,0,b2c6aaf2b4fa8937bfe3941c038683aa,-123.066009,49.261188
179,4,b307709b305dd04328fbbf2c6db86419,-123.070427,49.277436
180,3,b30ed0719dd281867a4d39779c78b58a,-123.109596,49.258902
181,2,b3bb9f58d3530d33a1a09b6be9e973e0,-123.114101,49.282214
182,14,b428c0e64d9b9fdb3bf8e85c95ffdf6b,-123.084746,49.280852
183,2,b530d04d393d71cffb8b8b07f4a82380,-123.056909,49.282087
184,18,b562f08327af465e4531e20226789489,-123.069892,49.273103
185,14,b7683a86874e6300fd89f4cc0b075f57,-123.116963,49.275679
186,4,b7dd37a7dd668d6d10024b7f18acc438,-123.20596,49.2658
187,2,b9ab6ce009eda6006ade1d7568d9db9c,-123.126006,49.270905
188,3,b9baf685b7053de899bf3467f61c2781,-123.145782,49.267859
189,17,b9fd847d53fe45658fee4c46e7f562b8,-123.147744,49.272827
190,4,be14efdc86dedd6a8cd338e78ab4e7c7,-123.141809,49.28526
191,6,bede4b24dae115d4cd43d2e6cc9812cb,-123.097571,49.261122
192,7,bf8408067b0e0c963f3ff526977bcef3,-123.118551,49.287097
193,7,bf96df77771ef0ed710d8e0e67917f45,-123.109623,49.269969
194,3,c2a9c5d0e4578b928554c86f3d2c1162,-123.12395,49.287782
195,16,c2be5403b1c101e8032cf6696457200e,-123.13782,49.269361
196,13,c2f4e05c01ea0d27934ac7dbc50cbd0c,-123.100324,49.266456
197,1,c448b73d92f7f8e1daafb3b9c5fbe6a6,-123.095097,49.284062
198,3,c47a1f62ea461ce1c9f3e2478c657df6,-123.092797,49.258817
199,8,c52e51e3288a00993bdf892fdc2c2c2c,-123.070443,49.283236
200,2,c64ee19c62a363019ddbaedf71df2882,-123.069892,49.263746
201,12,c7b5bec0b2f4ab9a2d3f9d837725620c,-123.114496,49.276115
202,1,c81f75a80312c51ceaef1304beac1990,-123.148268,49.25919
203,2,c90ac84be9adfa8c4bbd0c1ce789ec3a,-123.25279,49.269172
204,4,c924f6a41b130fad49cfae47271314bc,-123.139108,49.281301
205,5,cadc004f0903ef45e898032143c0832f,-123.152591,49.258924
206,16,cb6fddfdac7d350d25be475c7ab9e05a,-123.099917,49.284157
207,14,cc2084e365f6f230fe26bae0b6867775,-123.13,49.277178
208,16,cc25ae4f093b33ba0afd1dbc0dd20324,-123.187738,49.265442
209,2,cde61c70e5556ee2fe3ceb9d958b6482,-123.2431,49.26262
210,16,ce5dccf5a0f190bb4567a2fd93e7971e,-123.13625,49.290587
211,5,d02e2eaafda91425eddd24d8acd328ab,-123.083366,49.257985
212,3,d0782213f003ce9eb276fbceff44f1f4,-123.096579,49.256694
213,8,d085c6749a32517e1fb0d070e4128402,-123.1384,49.285512
214,1,d1c9556d92f329703229fb3e33899a3b,-123.11813,49.26893
215,18,d2244f1a81d317c76cabd65e81250835,-123.118016,49.273471
216,5,d3aaff4414a8c3fd5480c470f77ff68a,-123.073653,49.277665
217,10,d4afc7056df9fad360ed00e59cd4368e,-123.133045,49.282055
218,9,d67640af1b3b3b3ce47169dbc9182470,-123.065925,49.266725
219,9,d8c4fe5e09b6f010fbaa85cc7302d66b,-123.120496,49.245535
220,6,da8b6e94f90ad41a3f8de10596992372,-123.128818,49.28691
221,1,db1e56a71a3279f51301d732ee5a055b,-123.252261,49.267561
222,10,db51c556fe50ec1deefbc9697c70cb51,-123.135025,49.27029
223,5,dcf3d5c9f1b3a46f0ef2eb2247931f89,-123.095577,49.265242
224,13,df5ab349a7a85d4b10da4cc3ec65c607,-123.136133,49.283749
225,7,e02dd224b0177c65418bcb3f72d2f77d,-123.061429,49.27751
226,1,e0318460138ffbf4692005d5b5a9f900,-123.148109,49.262944
227,0,e0f30136c6ec6330f93d6c2c8463a0f4,-123.241924,49.261655
228,6,e12234b6f1299d178f34bffaca92f043,-123.12105,49.285871
229,5,e1432b72df561a1df34290679ec9c773,-123.115637,49.251358
230,9,e1ff428dadc7c32141b9d89a7b56728a,-123.081459,49.262242
231,13,e3d32ad772a5898c3b96c4d23d2cd542,-123.121176,49.298657
232,29,e75e83499d3fa2e174dc2a8ffd238119,-123.142139,49.287528
233,10,e7bf01431a6982f032996ad50a9e5bd7,-123.097052,49.280284
234,2,e9b37f2d9b7b2e2e3ade73f13acb69b2,-123.124388,49.275683
235,5,e9c4bd1fffbb1e5b058b8ea15f7307f6,-123.070068,49.280332
236,3,ea9485fcdce0611243474d000e4ad248,-123.114785,49.254818
237,15,eb786a8088b649c829d1d139e205befb,-123.150934,49.276293
238,11,ebc551adb0fc1a684f4080e4954a9ba4,-123.069908,49.268616
239,13,ee620d77724c8993b0d366e7ec655b64,-123.23621,49.25478
240,6,efa947b901a2cf85b58320b3ad26a2fe,-123.138563,49.293257
241,7,f1ca711137cde59e824167a4274df888,-123.101822,49.279342
242,5,f3708906ec71348f5a42579fede36a0d,-123.11818,49.288682
243,4,f387ec226c432c5c054e3d3616d90501,-123.073562,49.270684
244,14,f38bac9712f3beee2149ba2a97048878,-123.129158,49.291597
245,10,f5e8fa1fc4252bda2f93dd27ed2d603f,-123.138407369468,49.2890705989865
246,1,f62bc2bfe9a0a563d5b6745ce6d962ba,-123.088837,49.263382
247,6,f90ed7ad754ec04b7852941a480a4c77,-123.173849,49.266924
248,12,f97d5bf41f35aa181288429fb52e3488,-123.108662,49.284605
249,5,fad9ebcf614dd1a72593a34072ff76f8,-123.127478,49.279938
250,18,fbb1d30d7f30b049873f5be5688563d4,-123.116624,49.28602
251,11,fbb4c06b719596c21f91fd51ef6d4710,-123.119425,49.265089
252,12,fe0c57d04d6e682d284d501446095fc9,-123.09583,49.277595
253,10,fedff7a263c182df94bda7307059cc52,-123.122589,49.277141
254,25,fef69fb400210d861107a61db954d037,-123.10802,49.279821
255,4,fffd87607aaae16fbb1f71615cbe7d17,-123.09568,49.263518
